Timestamp,Sensor-id,Long,Lat,Value,Units, User-id,dateindex
2020-04-06 00:00:00,48,-119.77525,0.061770000000000005,0.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:00
2020-04-06 00:00:05,48,-119.77525,0.061770000000000005,44.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:05
2020-04-06 00:00:10,48,-119.77525,0.061770000000000005,40.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:10
2020-04-06 00:00:15,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:15
2020-04-06 00:00:20,48,-119.77525,0.061770000000000005,38.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:20
2020-04-06 00:00:25,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:25
2020-04-06 00:00:30,48,-119.77525,0.061770000000000005,39.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:30
2020-04-06 00:00:35,48,-119.77525,0.061770000000000005,40.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:35
2020-04-06 00:00:40,48,-119.77525,0.061770000000000005,44.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:40
2020-04-06 00:00:45,48,-119.77525,0.061770000000000005,45.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:45
2020-04-06 00:00:50,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:50
2020-04-06 00:00:55,48,-119.77525,0.061770000000000005,38.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:00:55
2020-04-06 00:01:00,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:00
2020-04-06 00:01:05,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:05
2020-04-06 00:01:10,48,-119.77525,0.061770000000000005,42.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:10
2020-04-06 00:01:15,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:15
2020-04-06 00:01:20,48,-119.77525,0.061770000000000005,36.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:20
2020-04-06 00:01:25,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:25
2020-04-06 00:01:30,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:30
2020-04-06 00:01:35,48,-119.77525,0.061770000000000005,44.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:35
2020-04-06 00:01:40,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:40
2020-04-06 00:01:45,48,-119.77525,0.061770000000000005,47.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:45
2020-04-06 00:01:50,48,-119.77525,0.061770000000000005,45.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:50
2020-04-06 00:01:55,48,-119.77525,0.061770000000000005,39.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:01:55
2020-04-06 00:02:00,48,-119.77525,0.061770000000000005,39.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:00
2020-04-06 00:02:05,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:05
2020-04-06 00:02:10,48,-119.77525,0.061770000000000005,45.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:10
2020-04-06 00:02:15,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:15
2020-04-06 00:02:20,48,-119.77525,0.061770000000000005,38.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:20
2020-04-06 00:02:25,48,-119.77525,0.061770000000000005,39.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:25
2020-04-06 00:02:30,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:30
2020-04-06 00:02:35,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:35
2020-04-06 00:02:40,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:40
2020-04-06 00:02:45,48,-119.77525,0.061770000000000005,44.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:45
2020-04-06 00:02:50,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:50
2020-04-06 00:02:55,48,-119.77525,0.061770000000000005,42.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:02:55
2020-04-06 00:03:00,48,-119.77525,0.061770000000000005,40.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:00
2020-04-06 00:03:05,48,-119.77525,0.061770000000000005,38.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:05
2020-04-06 00:03:10,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:10
2020-04-06 00:03:15,48,-119.77525,0.061770000000000005,46.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:15
2020-04-06 00:03:20,48,-119.77525,0.061770000000000005,38.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:20
2020-04-06 00:03:25,48,-119.77525,0.061770000000000005,45.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:25
2020-04-06 00:03:30,48,-119.77525,0.061770000000000005,46.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:30
2020-04-06 00:03:35,48,-119.77525,0.061770000000000005,39.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:35
2020-04-06 00:03:40,48,-119.77525,0.061770000000000005,42.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:40
2020-04-06 00:03:45,48,-119.77525,0.061770000000000005,44.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:45
2020-04-06 00:03:50,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:50
2020-04-06 00:03:55,48,-119.77525,0.061770000000000005,40.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:03:55
2020-04-06 00:04:00,48,-119.77525,0.061770000000000005,48.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:00
2020-04-06 00:04:05,48,-119.77525,0.061770000000000005,38.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:05
2020-04-06 00:04:10,48,-119.77525,0.061770000000000005,45.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:10
2020-04-06 00:04:15,48,-119.77525,0.061770000000000005,41.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:15
2020-04-06 00:04:20,48,-119.77525,0.061770000000000005,42.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:20
2020-04-06 00:04:25,48,-119.77525,0.061770000000000005,39.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:25
2020-04-06 00:04:30,48,-119.77525,0.061770000000000005,39.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:30
2020-04-06 00:04:35,48,-119.77525,0.061770000000000005,38.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:35
2020-04-06 00:04:40,48,-119.77525,0.061770000000000005,46.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:40
2020-04-06 00:04:45,48,-119.77525,0.061770000000000005,40.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:45
2020-04-06 00:04:50,48,-119.77525,0.061770000000000005,40.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:50
2020-04-06 00:04:55,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:04:55
2020-04-06 00:05:00,48,-119.77525,0.061770000000000005,37.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:05:00
2020-04-06 00:05:05,48,-119.77525,0.061770000000000005,46.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:05:05
2020-04-06 00:05:10,48,-119.77525,0.061770000000000005,39.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:05:10
2020-04-06 00:05:15,48,-119.77525,0.061770000000000005,43.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:05:15
2020-04-06 00:05:20,48,-119.77525,0.061770000000000005,44.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:05:20
2020-04-06 00:05:25,48,-119.77525,0.061770000000000005,42.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:05:25
2020-04-06 00:05:30,48,-119.77525,0.061770000000000005,44.0, cpm, NeutronsAreFreeOfCharge,2020-04-06 00:05:30
