Timestamp,Sensor-id,Long,Lat,Value,Units, User-id,dateindex
2020-04-06 00:00:00,49,-119.86138000000001,0.16124000000000002,0.0, cpm, MySensor,2020-04-06 00:00:00
2020-04-06 00:00:05,49,-119.86138000000001,0.16124000000000002,36.0, cpm, MySensor,2020-04-06 00:00:05
2020-04-06 00:00:10,49,-119.86138000000001,0.16124000000000002,41.0, cpm, MySensor,2020-04-06 00:00:10
2020-04-06 00:00:15,49,-119.86138000000001,0.16124000000000002,41.0, cpm, MySensor,2020-04-06 00:00:15
2020-04-06 00:00:20,49,-119.86138000000001,0.16124000000000002,40.0, cpm, MySensor,2020-04-06 00:00:20
2020-04-06 00:00:25,49,-119.86138000000001,0.16124000000000002,37.0, cpm, MySensor,2020-04-06 00:00:25
2020-04-06 00:00:30,49,-119.86138000000001,0.16124000000000002,46.0, cpm, MySensor,2020-04-06 00:00:30
2020-04-06 00:00:35,49,-119.86138000000001,0.16124000000000002,43.0, cpm, MySensor,2020-04-06 00:00:35
2020-04-06 00:00:40,49,-119.86138000000001,0.16124000000000002,35.0, cpm, MySensor,2020-04-06 00:00:40
2020-04-06 00:00:45,49,-119.86138000000001,0.16124000000000002,37.0, cpm, MySensor,2020-04-06 00:00:45
2020-04-06 00:00:50,49,-119.86138000000001,0.16124000000000002,38.0, cpm, MySensor,2020-04-06 00:00:50
2020-04-06 00:00:55,49,-119.86138000000001,0.16124000000000002,40.0, cpm, MySensor,2020-04-06 00:00:55
2020-04-06 00:01:00,49,-119.86138000000001,0.16124000000000002,41.0, cpm, MySensor,2020-04-06 00:01:00
2020-04-06 00:01:05,49,-119.86138000000001,0.16124000000000002,41.0, cpm, MySensor,2020-04-06 00:01:05
2020-04-06 00:01:10,49,-119.86138000000001,0.16124000000000002,35.0, cpm, MySensor,2020-04-06 00:01:10
2020-04-06 00:01:15,49,-119.86138000000001,0.16124000000000002,41.0, cpm, MySensor,2020-04-06 00:01:15
2020-04-06 00:01:20,49,-119.86138000000001,0.16124000000000002,43.0, cpm, MySensor,2020-04-06 00:01:20
2020-04-06 00:01:25,49,-119.86138000000001,0.16124000000000002,35.0, cpm, MySensor,2020-04-06 00:01:25
2020-04-06 00:01:30,49,-119.86138000000001,0.16124000000000002,38.0, cpm, MySensor,2020-04-06 00:01:30
2020-04-06 00:01:35,49,-119.86138000000001,0.16124000000000002,41.0, cpm, MySensor,2020-04-06 00:01:35
2020-04-06 00:01:40,49,-119.86138000000001,0.16124000000000002,39.0, cpm, MySensor,2020-04-06 00:01:40
2020-04-06 00:01:45,49,-119.86138000000001,0.16124000000000002,35.0, cpm, MySensor,2020-04-06 00:01:45
2020-04-06 00:01:50,49,-119.86138000000001,0.16124000000000002,44.0, cpm, MySensor,2020-04-06 00:01:50
2020-04-06 00:01:55,49,-119.86138000000001,0.16124000000000002,39.0, cpm, MySensor,2020-04-06 00:01:55
2020-04-06 00:02:00,49,-119.86138000000001,0.16124000000000002,40.0, cpm, MySensor,2020-04-06 00:02:00
2020-04-06 00:02:05,49,-119.86138000000001,0.16124000000000002,43.0, cpm, MySensor,2020-04-06 00:02:05
2020-04-06 00:02:10,49,-119.86138000000001,0.16124000000000002,39.0, cpm, MySensor,2020-04-06 00:02:10
2020-04-06 00:02:15,49,-119.86138000000001,0.16124000000000002,42.0, cpm, MySensor,2020-04-06 00:02:15
2020-04-06 00:02:20,49,-119.86138000000001,0.16124000000000002,50.0, cpm, MySensor,2020-04-06 00:02:20
2020-04-06 00:02:25,49,-119.86138000000001,0.16124000000000002,47.0, cpm, MySensor,2020-04-06 00:02:25
2020-04-06 00:02:30,49,-119.86138000000001,0.16124000000000002,43.0, cpm, MySensor,2020-04-06 00:02:30
2020-04-06 00:02:35,49,-119.86138000000001,0.16124000000000002,42.0, cpm, MySensor,2020-04-06 00:02:35
2020-04-06 00:02:40,49,-119.86138000000001,0.16124000000000002,41.0, cpm, MySensor,2020-04-06 00:02:40
2020-04-06 00:02:45,49,-119.86138000000001,0.16124000000000002,42.0, cpm, MySensor,2020-04-06 00:02:45
2020-04-06 00:02:50,49,-119.86138000000001,0.16124000000000002,42.0, cpm, MySensor,2020-04-06 00:02:50
2020-04-06 00:02:55,49,-119.86138000000001,0.16124000000000002,39.0, cpm, MySensor,2020-04-06 00:02:55
2020-04-06 00:03:00,49,-119.86138000000001,0.16124000000000002,43.0, cpm, MySensor,2020-04-06 00:03:00
2020-04-06 00:03:05,49,-119.86138000000001,0.16124000000000002,43.0, cpm, MySensor,2020-04-06 00:03:05
2020-04-06 00:03:10,49,-119.86138000000001,0.16124000000000002,42.0, cpm, MySensor,2020-04-06 00:03:10
2020-04-06 00:03:15,49,-119.86138000000001,0.16124000000000002,40.0, cpm, MySensor,2020-04-06 00:03:15
2020-04-06 00:03:20,49,-119.86138000000001,0.16124000000000002,43.0, cpm, MySensor,2020-04-06 00:03:20
2020-04-06 00:03:25,49,-119.86138000000001,0.16124000000000002,37.0, cpm, MySensor,2020-04-06 00:03:25
2020-04-06 00:03:30,49,-119.86138000000001,0.16124000000000002,41.0, cpm, MySensor,2020-04-06 00:03:30
2020-04-06 00:03:35,49,-119.86138000000001,0.16124000000000002,37.0, cpm, MySensor,2020-04-06 00:03:35
2020-04-06 00:03:40,49,-119.86138000000001,0.16124000000000002,42.0, cpm, MySensor,2020-04-06 00:03:40
2020-04-06 00:03:45,49,-119.86138000000001,0.16124000000000002,40.0, cpm, MySensor,2020-04-06 00:03:45
